topic,word,score
1,accounting,0.012
1,domesday,0.010
1,system,0.005
1,william,0.004
1,land,0.004
1,agent,0.004
1,work,0.003
1,also,0.003
1,century,0.003
1,king,0.003
2,accounting,0.021
2,history,0.011
2,profession,0.007
2,historical,0.006
2,historian,0.006
2,new,0.006
2,accountant,0.006
2,research,0.005
2,cost,0.005
2,professional,0.005
