doc,0,1,2,3,4
1998-2004/psychology_5.txt,0.021400000900030136,0.0210999995470047,0.0210999995470047,0.021199999377131462,0.9151999950408936
1998-2004/psychology_13.txt,0.030400000512599945,0.030700000002980232,0.03009999915957451,0.03060000017285347,0.8783000111579895
1998-2004/neuroscience_4.txt,0.904699981212616,0.023800000548362732,0.023800000548362732,0.023900000378489494,0.024000000208616257
1998-2004/medicine_87.txt,0.8903999924659729,0.027300000190734863,0.027400000020861626,0.027400000020861626,0.027499999850988388
1998-2004/medicine_93.txt,0.027000000700354576,0.8920999765396118,0.02669999934732914,0.02669999934732914,0.027499999850988388
1998-2004/medicine_78.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/nursing_11.txt,0.023399999365210533,0.023600000888109207,0.02329999953508377,0.023399999365210533,0.9064000248908997
1998-2004/medicine_44.txt,0.14399999380111694,0.026000000536441803,0.025599999353289604,0.7775999903678894,0.026799999177455902
1998-2004/medicine_50.txt,0.02459999918937683,0.02449999935925007,0.02449999935925007,0.02449999935925007,0.9020000100135803
1998-2004/medicine_51.txt,0.03319999948143959,0.03310000151395798,0.03319999948143959,0.03319999948143959,0.8672000169754028
1998-2004/medicine_45.txt,0.02319999970495701,0.9085000157356262,0.02250000089406967,0.02250000089406967,0.02329999953508377
1998-2004/medicine_79.txt,0.01899999938905239,0.01899999938905239,0.01889999955892563,0.01899999938905239,0.9240000247955322
1998-2004/nursing_10.txt,0.040800001472234726,0.040800001472234726,0.040699999779462814,0.040800001472234726,0.836899995803833
1998-2004/medicine_92.txt,0.03229999914765358,0.03200000151991844,0.03200000151991844,0.03200000151991844,0.8718000054359436
1998-2004/medicine_86.txt,0.03790000081062317,0.03739999979734421,0.037300001829862595,0.03739999979734421,0.8499000072479248
1998-2004/neuroscience_5.txt,0.9110000133514404,0.022299999371170998,0.022199999541044235,0.022099999710917473,0.02239999920129776
1998-2004/dentistry_0.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/psychology_12.txt,0.03020000085234642,0.02979999966919422,0.029400000348687172,0.029500000178813934,0.8809999823570251
1998-2004/psychology_4.txt,0.022099999710917473,0.02199999988079071,0.022099999710917473,0.9115999937057495,0.022199999541044235
1998-2004/psychology_6.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/psychology_10.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/medicine_90.txt,0.025499999523162842,0.6797000169754028,0.02459999918937683,0.024900000542402267,0.24529999494552612
1998-2004/medicine_84.txt,0.9182999730110168,0.02019999921321869,0.020099999383091927,0.020400000736117363,0.020999999716877937
1998-2004/nursing_12.txt,0.0364999994635582,0.8532000184059143,0.03620000183582306,0.03620000183582306,0.03790000081062317
1998-2004/medicine_53.txt,0.02410000003874302,0.90420001745224,0.023499999195337296,0.023800000548362732,0.024399999529123306
1998-2004/medicine_47.txt,0.022700000554323196,0.02239999920129776,0.02239999920129776,0.02239999920129776,0.910099983215332
1998-2004/medicine_46.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/medicine_52.txt,0.023800000548362732,0.02370000071823597,0.566100001335144,0.02329999953508377,0.36309999227523804
1998-2004/nursing_13.txt,0.8450000286102295,0.03869999945163727,0.038600001484155655,0.038600001484155655,0.03909999877214432
1998-2004/medicine_85.txt,0.026499999687075615,0.02590000070631504,0.5386999845504761,0.025599999353289604,0.3833000063896179
1998-2004/medicine_91.txt,0.033399999141693115,0.03310000151395798,0.8672000169754028,0.032999999821186066,0.0333000011742115
1998-2004/neuroscience_6.txt,0.026000000536441803,0.026100000366568565,0.8956999778747559,0.026000000536441803,0.026200000196695328
1998-2004/psychology_11.txt,0.8586999773979187,0.03539999946951866,0.0348999984562397,0.03539999946951866,0.035599999129772186
1998-2004/psychology_7.txt,0.8913000226020813,0.026900000870227814,0.027000000700354576,0.026799999177455902,0.02800000086426735
1998-2004/psychology_3.txt,0.026799999177455902,0.026599999517202377,0.026599999517202377,0.026499999687075615,0.8934999704360962
1998-2004/nursing_9.txt,0.8352000117301941,0.04089999943971634,0.040699999779462814,0.04100000113248825,0.0421999990940094
1998-2004/social sciences_1.txt,0.10000000149011612,0.10000000149011612,0.5997999906539917,0.10019999742507935,0.10000000149011612
1998-2004/neuroscience_2.txt,0.02459999918937683,0.02449999935925007,0.02449999935925007,0.02449999935925007,0.9020000100135803
