doc,Topic #1,Topic #2
AH_1996_010.txt,0.00014410912,0.9998559
AH_1996_009.txt,0.00015331303,0.9998467
AH_1996_006.txt,0.077996776,0.9220032
AH_1996_007.txt,0.9998874,0.00011261966
AH_1996_008.txt,0.9998485,0.00015152973
AH_1996_005.txt,0.00026628043,0.9997337
